구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Lexus,15,16,23,19,16,29,18,26,26,23,22,29,262,서울,개인-여자,40~49,2016
MINI,15,14,15,11,22,21,16,16,24,12,9,26,201,서울,개인-여자,40~49,2016
Mercedes-Benz,134,99,128,91,71,129,82,84,101,73,106,51,"1,149",서울,개인-여자,40~49,2016
Nissan,7,6,8,10,10,5,15,10,9,5,1,7,93,서울,개인-여자,40~49,2016
Peugeot,3,8,5,7,3,7,6,2,2,4,4,6,57,서울,개인-여자,40~49,2016
Porsche,1,2,3,5,5,3,1,4,3,2,0,6,35,서울,개인-여자,40~49,2016
Toyota,19,15,24,13,15,19,23,28,10,19,31,22,238,서울,개인-여자,40~49,2016
Volvo,7,12,16,7,9,11,7,8,6,12,13,5,113,서울,개인-여자,40~49,2016
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,서울,개인-여자,50~59,2016
BMW,18,22,33,38,22,28,14,15,23,24,28,47,312,서울,개인-여자,50~59,2016
Cadillac,0,0,0,0,0,0,1,0,1,0,0,0,2,서울,개인-여자,50~59,2016
Chrysler,9,3,1,2,3,8,6,5,9,4,2,5,57,서울,개인-여자,50~59,2016
Citroen,0,0,1,0,0,1,1,0,1,2,0,0,6,서울,개인-여자,50~59,2016
Fiat,1,4,2,0,1,0,0,0,0,0,0,0,8,서울,개인-여자,50~59,2016
Ford,10,5,5,8,13,3,7,3,4,4,5,5,72,서울,개인-여자,50~59,2016
Honda,1,5,6,4,14,8,8,3,11,7,4,8,79,서울,개인-여자,50~59,2016
Infiniti,1,4,1,1,6,1,2,5,2,0,2,2,27,서울,개인-여자,50~59,2016
Jaguar,0,2,2,1,0,4,0,0,1,0,3,2,15,서울,개인-여자,50~59,2016
Land Rover,4,3,4,2,3,4,5,5,9,10,5,9,63,서울,개인-여자,50~59,2016
Lexus,8,11,13,17,10,20,16,16,9,14,17,25,176,서울,개인-여자,50~59,2016
MINI,4,2,4,7,11,4,7,2,8,6,4,13,72,서울,개인-여자,50~59,2016
Mercedes-Benz,100,72,87,60,65,101,52,76,81,64,85,41,884,서울,개인-여자,50~59,2016
Nissan,5,4,9,2,2,3,2,4,7,3,4,3,48,서울,개인-여자,50~59,2016
Peugeot,1,1,2,3,1,1,0,2,2,1,2,4,20,서울,개인-여자,50~59,2016
Porsche,3,2,1,1,4,2,1,0,2,2,1,6,25,서울,개인-여자,50~59,2016
Toyota,11,10,14,20,9,5,14,14,18,11,10,12,148,서울,개인-여자,50~59,2016
Volvo,5,1,3,4,4,2,7,4,5,4,3,1,43,서울,개인-여자,50~59,2016
Audi,1,1,0,0,0,0,0,0,0,0,0,0,2,서울,개인-여자,60~69,2016
BMW,2,4,15,13,11,10,11,5,5,4,14,13,107,서울,개인-여자,60~69,2016
Cadillac,1,0,2,0,0,0,0,0,0,0,0,1,4,서울,개인-여자,60~69,2016
Chrysler,0,0,2,3,2,2,1,3,1,0,0,2,16,서울,개인-여자,60~69,2016
Fiat,0,0,0,2,0,0,0,0,0,0,0,0,2,서울,개인-여자,60~69,2016
Ford,3,2,0,1,1,0,3,1,3,0,2,4,20,서울,개인-여자,60~69,2016
Honda,1,1,5,3,6,9,4,1,7,4,2,4,47,서울,개인-여자,60~69,2016
Infiniti,0,0,1,2,2,1,0,1,2,0,0,0,9,서울,개인-여자,60~69,2016
Jaguar,1,0,0,0,1,0,0,0,0,0,0,0,2,서울,개인-여자,60~69,2016
Land Rover,3,3,5,2,2,2,1,2,4,4,3,3,34,서울,개인-여자,60~69,2016
Lexus,5,8,6,5,6,10,8,9,6,2,5,6,76,서울,개인-여자,60~69,2016
MINI,0,1,0,2,1,1,2,2,1,2,1,3,16,서울,개인-여자,60~69,2016
Mercedes-Benz,42,36,46,30,31,61,24,26,44,28,34,18,420,서울,개인-여자,60~69,2016
Nissan,0,3,1,0,3,0,2,3,2,0,0,1,15,서울,개인-여자,60~69,2016
Peugeot,0,0,1,0,0,1,0,0,3,0,0,0,5,서울,개인-여자,60~69,2016
Porsche,1,0,1,0,1,2,0,0,0,0,0,1,6,서울,개인-여자,60~69,2016
Toyota,3,4,6,6,3,4,7,4,5,8,4,4,58,서울,개인-여자,60~69,2016
Volvo,0,2,1,2,0,2,2,2,1,4,5,1,22,서울,개인-여자,60~69,2016
BMW,0,4,4,5,5,5,0,3,1,2,1,5,35,서울,개인-여자,70~,2016
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,서울,개인-여자,70~,2016
Chrysler,0,0,0,0,0,0,0,0,0,0,0,1,1,서울,개인-여자,70~,2016
Citroen,0,0,0,0,0,1,0,0,0,0,0,0,1,서울,개인-여자,70~,2016
Ford,0,1,1,0,1,2,1,0,0,1,0,0,7,서울,개인-여자,70~,2016
Honda,0,1,0,0,0,0,0,0,1,0,0,0,2,서울,개인-여자,70~,2016
Jaguar,0,0,0,1,0,0,0,0,1,0,0,0,2,서울,개인-여자,70~,2016
Land Rover,0,0,0,0,0,1,0,1,0,0,0,2,4,서울,개인-여자,70~,2016
Lexus,1,3,1,1,1,3,2,6,3,0,5,3,29,서울,개인-여자,70~,2016
MINI,0,1,0,0,1,0,2,2,1,1,1,0,9,서울,개인-여자,70~,2016
Mercedes-Benz,12,16,9,4,7,13,10,7,10,12,8,5,113,서울,개인-여자,70~,2016
Nissan,0,2,0,0,0,0,0,0,0,0,0,0,2,서울,개인-여자,70~,2016
Peugeot,0,0,0,1,0,0,0,0,0,0,0,0,1,서울,개인-여자,70~,2016
Porsche,0,1,0,0,0,1,0,0,0,0,0,0,2,서울,개인-여자,70~,2016
Toyota,1,0,1,2,0,1,0,2,3,2,3,1,16,서울,개인-여자,70~,2016
Volvo,0,2,0,0,2,2,1,1,1,0,2,0,11,서울,개인-여자,70~,2016
Audi,1,1,0,0,0,0,0,0,0,0,0,0,2,부산,개인,20~29,2016
BMW,8,18,24,31,20,30,16,24,19,14,32,23,259,부산,개인,20~29,2016
Cadillac,0,0,0,0,0,0,0,1,0,0,1,0,2,부산,개인,20~29,2016
Chrysler,2,0,3,0,0,2,1,2,2,2,0,4,18,부산,개인,20~29,2016
Citroen,0,0,1,0,0,0,0,2,0,0,0,1,4,부산,개인,20~29,2016
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,부산,개인,20~29,2016
Ford,0,1,2,0,1,1,1,2,1,2,2,0,13,부산,개인,20~29,2016
Honda,2,0,1,1,1,4,5,2,5,3,2,3,29,부산,개인,20~29,2016
Infiniti,0,0,1,1,1,1,1,1,1,1,2,1,11,부산,개인,20~29,2016
Jaguar,1,0,2,0,0,0,0,0,1,1,0,2,7,부산,개인,20~29,2016
Land Rover,0,0,0,0,0,1,0,1,0,3,0,1,6,부산,개인,20~29,2016
Lexus,0,2,0,1,3,0,2,2,0,0,2,3,15,부산,개인,20~29,2016
MINI,4,2,2,2,5,7,10,4,4,7,5,10,62,부산,개인,20~29,2016
Mercedes-Benz,18,9,21,16,10,13,14,13,17,13,13,11,168,부산,개인,20~29,2016
Nissan,2,1,1,1,2,5,3,5,1,2,2,2,27,부산,개인,20~29,2016
Peugeot,1,2,1,0,0,0,2,0,0,0,0,1,7,부산,개인,20~29,2016
Porsche,0,0,1,0,0,0,0,0,0,0,1,1,3,부산,개인,20~29,2016
Toyota,0,2,4,0,2,1,6,2,1,2,4,5,29,부산,개인,20~29,2016
Volvo,1,0,0,1,2,1,1,1,2,0,0,0,9,부산,개인,20~29,2016
Audi,4,2,1,0,0,0,0,0,0,0,0,0,7,부산,개인,30~39,2016
BMW,28,50,82,121,114,102,47,46,75,74,111,123,973,부산,개인,30~39,2016
Cadillac,1,0,2,0,3,3,2,5,2,0,1,4,23,부산,개인,30~39,2016
Chrysler,5,8,3,2,6,8,3,4,11,10,9,12,81,부산,개인,30~39,2016
Citroen,0,1,2,1,2,0,1,0,0,1,1,2,11,부산,개인,30~39,2016
Fiat,0,7,9,10,0,0,0,0,0,0,0,0,26,부산,개인,30~39,2016
Ford,13,5,12,13,5,17,13,11,3,11,11,14,128,부산,개인,30~39,2016
Honda,18,10,12,22,27,43,25,9,26,20,25,7,244,부산,개인,30~39,2016
Infiniti,2,2,6,7,9,8,8,3,3,4,8,4,64,부산,개인,30~39,2016
Jaguar,1,3,7,0,0,5,2,1,2,0,3,3,27,부산,개인,30~39,2016
Lamborghini,0,0,0,1,0,0,0,0,0,0,0,0,1,부산,개인,30~39,2016
Land Rover,2,5,7,1,5,6,8,12,11,8,6,3,74,부산,개인,30~39,2016
Lexus,11,6,10,12,10,15,13,13,14,10,13,9,136,부산,개인,30~39,2016
MINI,11,10,11,12,17,15,17,18,20,13,11,30,185,부산,개인,30~39,2016
Mercedes-Benz,118,72,86,77,79,101,86,82,53,45,84,48,931,부산,개인,30~39,2016
Nissan,9,5,12,15,16,7,14,13,15,4,10,6,126,부산,개인,30~39,2016
Peugeot,1,3,5,1,0,1,2,4,1,8,2,8,36,부산,개인,30~39,2016
Porsche,7,3,1,1,3,4,1,0,5,2,1,1,29,부산,개인,30~39,2016
Toyota,16,15,19,18,17,14,14,23,11,17,23,21,208,부산,개인,30~39,2016
Volvo,7,7,7,9,9,22,12,16,6,8,11,3,117,부산,개인,30~39,2016
Audi,5,3,3,0,0,0,0,0,0,0,0,0,11,부산,개인,40~49,2016
BMW,24,36,81,89,58,54,30,40,58,61,86,76,693,부산,개인,40~49,2016
Bentley,0,0,0,0,1,0,0,0,0,0,0,1,2,부산,개인,40~49,2016
Cadillac,1,0,2,1,2,0,2,2,2,1,2,5,20,부산,개인,40~49,2016
Chrysler,2,5,4,4,7,5,4,7,8,3,9,5,63,부산,개인,40~49,2016
Citroen,0,1,0,0,0,1,0,2,0,0,1,1,6,부산,개인,40~49,2016
Fiat,0,7,7,8,0,1,0,0,0,0,0,0,23,부산,개인,40~49,2016
Ford,8,7,17,10,12,12,13,11,8,13,11,16,138,부산,개인,40~49,2016
Honda,11,15,8,25,21,47,25,20,24,24,17,17,254,부산,개인,40~49,2016
Infiniti,5,2,5,9,6,9,4,3,6,2,4,3,58,부산,개인,40~49,2016
Jaguar,1,0,6,2,1,1,1,2,2,0,4,6,26,부산,개인,40~49,2016
Land Rover,2,3,7,2,3,6,5,8,7,13,4,9,69,부산,개인,40~49,2016
Lexus,6,18,15,21,11,21,11,19,13,21,18,18,192,부산,개인,40~49,2016
MINI,5,7,7,7,13,7,10,12,10,5,7,13,103,부산,개인,40~49,2016
Mercedes-Benz,119,75,89,53,60,112,99,70,63,57,86,38,921,부산,개인,40~49,2016
Nissan,10,9,12,6,16,7,9,9,13,3,14,12,120,부산,개인,40~49,2016
Peugeot,4,1,3,2,0,0,3,1,1,3,4,12,34,부산,개인,40~49,2016
Porsche,2,0,1,3,4,3,1,0,5,0,0,1,20,부산,개인,40~49,2016
Toyota,17,11,24,26,11,17,16,23,12,25,23,23,228,부산,개인,40~49,2016
Volvo,14,3,16,7,8,14,11,12,13,4,14,5,121,부산,개인,40~49,2016
Audi,4,2,1,0,0,0,0,0,0,0,0,0,7,부산,개인,50~59,2016
BMW,11,18,40,39,36,26,26,15,27,23,38,53,352,부산,개인,50~59,2016
Bentley,0,0,0,0,0,1,0,0,0,0,0,1,2,부산,개인,50~59,2016
Cadillac,0,0,0,0,2,1,1,1,0,0,0,6,11,부산,개인,50~59,2016
Chrysler,6,2,4,5,3,3,5,5,6,1,5,11,56,부산,개인,50~59,2016
Citroen,2,1,0,0,0,0,0,0,0,0,0,0,3,부산,개인,50~59,2016
Fiat,0,0,1,2,0,0,0,0,0,0,0,0,3,부산,개인,50~59,2016
Ford,10,7,8,5,7,8,9,9,7,6,6,8,90,부산,개인,50~59,2016
Honda,11,11,7,21,22,31,20,14,17,12,7,5,178,부산,개인,50~59,2016
Infiniti,0,1,2,1,0,3,0,3,2,2,1,3,18,부산,개인,50~59,2016
Jaguar,1,0,2,2,0,3,1,1,0,4,1,2,17,부산,개인,50~59,2016
Land Rover,4,3,3,1,0,4,4,3,7,2,6,10,47,부산,개인,50~59,2016
Lexus,12,12,23,13,17,14,15,14,8,13,7,19,167,부산,개인,50~59,2016
MINI,4,4,6,5,7,8,2,3,3,0,6,1,49,부산,개인,50~59,2016
Mercedes-Benz,85,71,61,53,55,84,52,57,49,41,58,42,708,부산,개인,50~59,2016
Nissan,4,4,6,0,6,3,4,4,5,4,8,5,53,부산,개인,50~59,2016
Peugeot,1,1,0,0,0,0,1,0,0,0,3,3,9,부산,개인,50~59,2016
Porsche,3,1,0,3,1,1,0,1,1,1,1,2,15,부산,개인,50~59,2016
Toyota,9,6,9,12,8,7,14,16,7,14,13,12,127,부산,개인,50~59,2016
Volvo,2,4,5,5,4,4,7,6,4,2,8,4,55,부산,개인,50~59,2016
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,부산,개인,60~69,2016
BMW,5,2,23,19,16,15,8,7,9,7,17,18,146,부산,개인,60~69,2016
Bentley,0,0,0,0,1,0,0,0,0,0,0,0,1,부산,개인,60~69,2016
Cadillac,0,1,1,0,1,0,0,0,0,0,0,0,3,부산,개인,60~69,2016
Chrysler,1,3,0,1,0,4,1,3,2,1,6,2,24,부산,개인,60~69,2016
Citroen,0,0,0,0,0,0,0,0,0,0,0,2,2,부산,개인,60~69,2016
Fiat,0,1,1,0,0,0,0,0,0,0,0,0,2,부산,개인,60~69,2016
Ford,5,5,1,1,5,7,2,7,1,0,4,1,39,부산,개인,60~69,2016
Honda,8,1,1,7,8,7,6,7,8,4,3,5,65,부산,개인,60~69,2016
Infiniti,2,0,1,0,0,0,0,0,0,1,1,0,5,부산,개인,60~69,2016
Jaguar,0,0,2,0,0,1,0,0,1,0,0,1,5,부산,개인,60~69,2016
Land Rover,0,1,2,1,0,1,1,2,3,1,1,2,15,부산,개인,60~69,2016
Lexus,7,11,6,6,3,9,7,7,8,2,9,6,81,부산,개인,60~69,2016
MINI,2,1,2,2,1,3,0,1,1,2,0,2,17,부산,개인,60~69,2016
Mercedes-Benz,41,35,27,30,14,48,23,32,23,31,46,11,361,부산,개인,60~69,2016
Nissan,2,2,3,0,1,3,1,0,2,0,1,1,16,부산,개인,60~69,2016
Peugeot,0,0,0,0,0,0,0,0,0,0,2,0,2,부산,개인,60~69,2016
Porsche,0,1,0,1,0,0,0,0,1,1,0,0,4,부산,개인,60~69,2016
Toyota,9,2,4,7,3,5,4,5,1,4,8,11,63,부산,개인,60~69,2016
Volvo,2,3,3,4,2,1,4,0,2,3,7,0,31,부산,개인,60~69,2016
BMW,2,1,3,3,7,6,4,2,3,3,3,2,39,부산,개인,70~,2016
Bentley,0,0,0,0,0,0,1,0,0,0,0,0,1,부산,개인,70~,2016
Cadillac,1,0,0,0,0,0,1,1,0,0,0,1,4,부산,개인,70~,2016
Chrysler,0,0,0,0,0,1,0,0,0,2,0,0,3,부산,개인,70~,2016
Citroen,0,0,0,0,0,0,0,1,0,0,0,0,1,부산,개인,70~,2016
Ford,0,1,1,1,2,1,0,1,1,0,2,0,10,부산,개인,70~,2016
Honda,1,0,0,1,2,0,2,3,1,1,2,0,13,부산,개인,70~,2016
Infiniti,0,0,0,0,0,0,0,0,0,0,0,1,1,부산,개인,70~,2016
Jaguar,0,0,1,0,0,1,0,0,0,0,0,1,3,부산,개인,70~,2016
Land Rover,1,0,0,0,0,1,0,1,1,1,1,0,6,부산,개인,70~,2016
Lexus,0,2,1,0,1,1,0,3,3,0,2,1,14,부산,개인,70~,2016
MINI,0,0,0,0,1,1,0,0,0,0,1,1,4,부산,개인,70~,2016
Mercedes-Benz,11,11,13,9,2,10,7,5,9,4,8,5,94,부산,개인,70~,2016
Nissan,0,0,0,0,0,0,2,0,1,0,0,1,4,부산,개인,70~,2016
Peugeot,0,1,0,0,0,0,0,0,0,0,0,0,1,부산,개인,70~,2016
Porsche,0,0,1,0,0,0,0,0,0,0,0,0,1,부산,개인,70~,2016
Toyota,1,0,0,1,1,2,0,1,0,1,1,4,12,부산,개인,70~,2016
Volvo,0,1,1,1,0,2,0,1,0,1,1,1,9,부산,개인,70~,2016
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,부산,개인-남자,20~29,2016
BMW,7,13,16,23,15,20,13,22,14,12,26,19,200,부산,개인-남자,20~29,2016
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,부산,개인-남자,20~29,2016
Chrysler,2,0,2,0,0,1,1,1,0,2,0,3,12,부산,개인-남자,20~29,2016
Citroen,0,0,0,0,0,0,0,2,0,0,0,1,3,부산,개인-남자,20~29,2016
Ford,0,1,1,0,0,1,1,2,1,1,2,0,10,부산,개인-남자,20~29,2016
Honda,2,0,1,1,0,2,3,1,5,1,2,2,20,부산,개인-남자,20~29,2016
Infiniti,0,0,1,0,0,1,1,1,0,1,2,1,8,부산,개인-남자,20~29,2016
Jaguar,1,0,2,0,0,0,0,0,1,1,0,2,7,부산,개인-남자,20~29,2016
Land Rover,0,0,0,0,0,1,0,0,0,2,0,1,4,부산,개인-남자,20~29,2016
Lexus,0,2,0,0,3,0,0,2,0,0,1,1,9,부산,개인-남자,20~29,2016
MINI,1,1,1,1,1,4,5,1,1,2,1,4,23,부산,개인-남자,20~29,2016
Mercedes-Benz,11,5,14,9,6,6,7,10,7,9,9,9,102,부산,개인-남자,20~29,2016
Nissan,0,0,1,1,1,5,3,3,1,1,2,2,20,부산,개인-남자,20~29,2016
Peugeot,0,1,0,0,0,0,1,0,0,0,0,1,3,부산,개인-남자,20~29,2016
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,부산,개인-남자,20~29,2016
Toyota,0,2,4,0,2,1,5,2,1,2,2,4,25,부산,개인-남자,20~29,2016
Volvo,1,0,0,0,2,0,0,0,1,0,0,0,4,부산,개인-남자,20~29,2016
Audi,3,2,1,0,0,0,0,0,0,0,0,0,6,부산,개인-남자,30~39,2016
BMW,19,29,63,81,89,78,36,33,56,55,84,93,716,부산,개인-남자,30~39,2016
Cadillac,1,0,2,0,2,2,2,3,2,0,1,4,19,부산,개인-남자,30~39,2016
Chrysler,5,4,2,0,4,6,2,4,9,5,8,7,56,부산,개인-남자,30~39,2016
Citroen,0,0,0,0,1,0,0,0,0,0,1,1,3,부산,개인-남자,30~39,2016
Fiat,0,4,4,4,0,0,0,0,0,0,0,0,12,부산,개인-남자,30~39,2016
Ford,13,3,7,11,3,15,11,11,3,9,9,12,107,부산,개인-남자,30~39,2016
Honda,14,9,10,17,16,33,14,7,20,13,18,5,176,부산,개인-남자,30~39,2016
Infiniti,1,2,5,7,7,6,4,1,1,3,5,4,46,부산,개인-남자,30~39,2016
Jaguar,0,2,5,0,0,5,1,1,2,0,2,2,20,부산,개인-남자,30~39,2016
Lamborghini,0,0,0,1,0,0,0,0,0,0,0,0,1,부산,개인-남자,30~39,2016
Land Rover,1,4,3,0,3,3,5,8,7,8,4,3,49,부산,개인-남자,30~39,2016
Lexus,7,3,7,10,7,9,10,9,11,5,8,2,88,부산,개인-남자,30~39,2016
MINI,4,3,4,6,8,3,8,9,12,7,5,12,81,부산,개인-남자,30~39,2016
Mercedes-Benz,67,45,56,48,55,74,53,48,26,28,46,29,575,부산,개인-남자,30~39,2016
Nissan,7,5,9,9,13,6,8,11,12,3,7,4,94,부산,개인-남자,30~39,2016
Peugeot,1,3,3,1,0,1,2,3,1,6,1,3,25,부산,개인-남자,30~39,2016
Porsche,4,3,1,1,2,2,1,0,3,2,1,1,21,부산,개인-남자,30~39,2016
Toyota,10,7,10,15,13,8,9,16,10,11,18,14,141,부산,개인-남자,30~39,2016
Volvo,5,3,4,7,7,11,7,11,4,5,8,2,74,부산,개인-남자,30~39,2016
Audi,4,2,2,0,0,0,0,0,0,0,0,0,8,부산,개인-남자,40~49,2016
BMW,17,28,55,68,42,36,23,28,42,42,67,53,501,부산,개인-남자,40~49,2016
Bentley,0,0,0,0,1,0,0,0,0,0,0,1,2,부산,개인-남자,40~49,2016
Cadillac,0,0,2,1,1,0,2,1,2,0,1,3,13,부산,개인-남자,40~49,2016
Chrysler,1,4,4,4,7,4,3,4,4,2,8,4,49,부산,개인-남자,40~49,2016
Citroen,0,0,0,0,0,1,0,1,0,0,1,1,4,부산,개인-남자,40~49,2016
Fiat,0,3,4,5,0,0,0,0,0,0,0,0,12,부산,개인-남자,40~49,2016
Ford,8,5,12,6,10,6,10,9,3,9,7,13,98,부산,개인-남자,40~49,2016
Honda,10,11,6,20,13,33,17,15,21,18,14,12,190,부산,개인-남자,40~49,2016
Infiniti,4,2,3,8,5,5,4,2,5,1,4,3,46,부산,개인-남자,40~49,2016
Jaguar,1,0,3,2,1,1,1,1,1,0,2,5,18,부산,개인-남자,40~49,2016
Land Rover,2,3,6,2,1,5,4,5,6,11,4,6,55,부산,개인-남자,40~49,2016
Lexus,4,13,7,12,9,16,10,10,7,11,15,10,124,부산,개인-남자,40~49,2016
MINI,2,2,4,4,6,3,5,7,5,2,6,11,57,부산,개인-남자,40~49,2016
Mercedes-Benz,68,40,50,26,31,63,57,43,35,28,43,20,504,부산,개인-남자,40~49,2016
Nissan,9,6,8,6,12,6,8,6,8,3,14,8,94,부산,개인-남자,40~49,2016
Peugeot,2,1,3,1,0,0,2,1,1,2,1,7,21,부산,개인-남자,40~49,2016
Porsche,1,0,1,2,2,3,1,0,2,0,0,0,12,부산,개인-남자,40~49,2016
Toyota,6,5,13,18,7,11,10,13,9,21,16,13,142,부산,개인-남자,40~49,2016
Volvo,12,3,13,5,6,10,8,12,10,2,10,4,95,부산,개인-남자,40~49,2016
Audi,4,2,1,0,0,0,0,0,0,0,0,0,7,부산,개인-남자,50~59,2016
BMW,8,15,28,31,25,15,19,11,17,14,27,34,244,부산,개인-남자,50~59,2016
Bentley,0,0,0,0,0,1,0,0,0,0,0,0,1,부산,개인-남자,50~59,2016
Cadillac,0,0,0,0,1,1,0,1,0,0,0,4,7,부산,개인-남자,50~59,2016
Chrysler,6,2,3,5,2,1,4,1,3,1,3,8,39,부산,개인-남자,50~59,2016
Citroen,1,0,0,0,0,0,0,0,0,0,0,0,1,부산,개인-남자,50~59,2016
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,부산,개인-남자,50~59,2016
Ford,6,7,7,3,6,7,7,8,4,5,5,6,71,부산,개인-남자,50~59,2016
Honda,8,9,3,12,16,16,15,11,12,10,3,4,119,부산,개인-남자,50~59,2016
Infiniti,0,1,0,1,0,2,0,2,0,2,1,1,10,부산,개인-남자,50~59,2016
Jaguar,0,0,2,0,0,2,1,0,0,1,0,2,8,부산,개인-남자,50~59,2016
Land Rover,1,2,3,1,0,4,2,2,5,1,5,8,34,부산,개인-남자,50~59,2016
Lexus,9,7,16,6,12,6,14,10,6,9,6,12,113,부산,개인-남자,50~59,2016
MINI,1,2,4,1,4,5,0,0,1,0,3,1,22,부산,개인-남자,50~59,2016
Mercedes-Benz,46,41,44,35,31,45,37,33,21,21,32,24,410,부산,개인-남자,50~59,2016
Nissan,4,3,5,0,5,2,4,3,1,2,8,4,41,부산,개인-남자,50~59,2016
Peugeot,0,0,0,0,0,0,1,0,0,0,1,1,3,부산,개인-남자,50~59,2016
Porsche,1,0,0,3,1,1,0,1,0,1,1,1,10,부산,개인-남자,50~59,2016
Toyota,4,5,6,9,6,6,11,14,5,11,10,7,94,부산,개인-남자,50~59,2016
Volvo,1,4,3,3,4,3,6,6,3,2,7,3,45,부산,개인-남자,50~59,2016
BMW,4,1,17,15,9,12,6,4,6,6,15,16,111,부산,개인-남자,60~69,2016
Bentley,0,0,0,0,1,0,0,0,0,0,0,0,1,부산,개인-남자,60~69,2016
Cadillac,0,1,1,0,0,0,0,0,0,0,0,0,2,부산,개인-남자,60~69,2016
Chrysler,1,3,0,1,0,4,1,2,2,1,3,2,20,부산,개인-남자,60~69,2016
Citroen,0,0,0,0,0,0,0,0,0,0,0,2,2,부산,개인-남자,60~69,2016
Fiat,0,1,0,0,0,0,0,0,0,0,0,0,1,부산,개인-남자,60~69,2016
Ford,3,4,1,1,5,6,2,4,0,0,4,1,31,부산,개인-남자,60~69,2016
Honda,7,1,1,5,7,6,4,5,7,4,3,5,55,부산,개인-남자,60~69,2016
Infiniti,2,0,0,0,0,0,0,0,0,1,1,0,4,부산,개인-남자,60~69,2016
Jaguar,0,0,1,0,0,1,0,0,1,0,0,1,4,부산,개인-남자,60~69,2016
Land Rover,0,1,2,1,0,1,1,2,2,1,0,2,13,부산,개인-남자,60~69,2016
Lexus,6,8,5,5,1,6,5,4,6,2,6,3,57,부산,개인-남자,60~69,2016
MINI,2,1,1,2,1,1,0,1,1,1,0,1,12,부산,개인-남자,60~69,2016
Mercedes-Benz,29,24,13,19,7,29,13,17,13,23,27,6,220,부산,개인-남자,60~69,2016
Nissan,2,2,3,0,1,3,1,0,2,0,1,0,15,부산,개인-남자,60~69,2016
Porsche,0,1,0,1,0,0,0,0,1,1,0,0,4,부산,개인-남자,60~69,2016
Toyota,9,1,3,4,2,5,3,3,1,3,6,9,49,부산,개인-남자,60~69,2016
Volvo,2,2,3,1,0,1,3,0,0,3,5,0,20,부산,개인-남자,60~69,2016
BMW,2,1,2,3,4,5,4,2,2,3,2,1,31,부산,개인-남자,70~,2016
Bentley,0,0,0,0,0,0,1,0,0,0,0,0,1,부산,개인-남자,70~,2016
Cadillac,1,0,0,0,0,0,1,1,0,0,0,1,4,부산,개인-남자,70~,2016
Chrysler,0,0,0,0,0,1,0,0,0,2,0,0,3,부산,개인-남자,70~,2016
Citroen,0,0,0,0,0,0,0,1,0,0,0,0,1,부산,개인-남자,70~,2016
Ford,0,1,0,1,2,1,0,0,1,0,1,0,7,부산,개인-남자,70~,2016
Honda,1,0,0,1,2,0,1,2,1,1,2,0,11,부산,개인-남자,70~,2016
Jaguar,0,0,1,0,0,1,0,0,0,0,0,1,3,부산,개인-남자,70~,2016
Land Rover,0,0,0,0,0,1,0,1,1,1,1,0,5,부산,개인-남자,70~,2016
Lexus,0,2,1,0,1,1,0,3,3,0,2,1,14,부산,개인-남자,70~,2016
MINI,0,0,0,0,1,0,0,0,0,0,1,0,2,부산,개인-남자,70~,2016
Mercedes-Benz,9,9,11,7,0,9,6,5,7,3,4,5,75,부산,개인-남자,70~,2016
Nissan,0,0,0,0,0,0,1,0,1,0,0,1,3,부산,개인-남자,70~,2016
Peugeot,0,1,0,0,0,0,0,0,0,0,0,0,1,부산,개인-남자,70~,2016
Porsche,0,0,1,0,0,0,0,0,0,0,0,0,1,부산,개인-남자,70~,2016
Toyota,1,0,0,1,1,2,0,1,0,1,1,3,11,부산,개인-남자,70~,2016
Volvo,0,1,0,1,0,2,0,0,0,1,1,1,7,부산,개인-남자,70~,2016
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,부산,개인-여자,20~29,2016
BMW,1,5,8,8,5,10,3,2,5,2,6,4,59,부산,개인-여자,20~29,2016
Cadillac,0,0,0,0,0,0,0,1,0,0,0,0,1,부산,개인-여자,20~29,2016
Chrysler,0,0,1,0,0,1,0,1,2,0,0,1,6,부산,개인-여자,20~29,2016
Citroen,0,0,1,0,0,0,0,0,0,0,0,0,1,부산,개인-여자,20~29,2016
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,부산,개인-여자,20~29,2016
Ford,0,0,1,0,1,0,0,0,0,1,0,0,3,부산,개인-여자,20~29,2016
Honda,0,0,0,0,1,2,2,1,0,2,0,1,9,부산,개인-여자,20~29,2016
Infiniti,0,0,0,1,1,0,0,0,1,0,0,0,3,부산,개인-여자,20~29,2016
Land Rover,0,0,0,0,0,0,0,1,0,1,0,0,2,부산,개인-여자,20~29,2016
Lexus,0,0,0,1,0,0,2,0,0,0,1,2,6,부산,개인-여자,20~29,2016
