구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age
Honda,3,0,2,1,3,7,3,1,9,2,8,4,43,전북,개인,40~49
Infiniti,1,1,0,3,1,4,3,0,1,0,1,3,18,전북,개인,40~49
Jaguar,1,1,5,2,3,5,2,0,0,1,1,4,25,전북,개인,40~49
Land Rover,3,4,5,1,1,5,5,7,2,4,1,2,40,전북,개인,40~49
Lexus,3,1,5,7,3,2,8,5,5,2,8,4,53,전북,개인,40~49
MINI,0,1,2,4,1,1,2,1,0,2,4,4,22,전북,개인,40~49
Mercedes-Benz,33,19,38,28,28,34,26,21,33,10,22,18,310,전북,개인,40~49
Nissan,4,3,7,6,12,6,8,3,10,7,6,6,78,전북,개인,40~49
Peugeot,0,3,2,6,4,2,4,4,5,1,2,1,34,전북,개인,40~49
Porsche,0,0,2,1,2,0,0,0,0,0,0,1,6,전북,개인,40~49
Toyota,4,2,7,11,6,10,5,5,7,7,5,6,75,전북,개인,40~49
Volvo,3,4,2,3,5,7,4,6,5,7,6,1,53,전북,개인,40~49
Audi,3,1,0,0,0,0,0,0,0,0,0,0,4,전북,개인,50~59
BMW,8,10,22,16,9,12,9,13,19,7,20,13,158,전북,개인,50~59
Bentley,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,개인,50~59
Cadillac,0,0,1,0,0,1,0,0,2,1,0,0,5,전북,개인,50~59
Chrysler,8,4,4,2,2,4,6,1,4,5,2,3,45,전북,개인,50~59
Citroen,0,2,1,0,0,1,0,0,0,0,0,0,4,전북,개인,50~59
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,전북,개인,50~59
Ford,8,5,8,6,8,4,9,4,3,9,2,4,70,전북,개인,50~59
Honda,1,0,1,1,1,4,3,3,5,0,4,0,23,전북,개인,50~59
Infiniti,2,0,1,1,2,0,0,1,0,0,0,0,7,전북,개인,50~59
Jaguar,0,0,2,0,0,0,1,0,0,0,0,1,4,전북,개인,50~59
Land Rover,0,0,0,3,1,3,2,5,8,2,4,2,30,전북,개인,50~59
Lexus,1,3,3,5,6,6,4,7,6,2,4,5,52,전북,개인,50~59
MINI,1,1,0,0,1,0,1,0,0,0,1,0,5,전북,개인,50~59
Mercedes-Benz,30,15,27,15,13,28,15,23,30,12,23,16,247,전북,개인,50~59
Nissan,6,7,7,5,4,8,7,4,5,6,6,5,70,전북,개인,50~59
Peugeot,0,1,2,1,2,4,3,1,1,0,0,3,18,전북,개인,50~59
Porsche,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인,50~59
Toyota,2,2,3,3,2,5,3,5,5,4,9,8,51,전북,개인,50~59
Volvo,3,2,1,3,1,4,5,2,3,2,3,1,30,전북,개인,50~59
Audi,1,1,0,0,0,0,0,0,0,0,0,0,2,전북,개인,60~69
BMW,2,4,9,6,6,2,7,2,5,8,5,7,63,전북,개인,60~69
Cadillac,0,0,1,0,2,0,0,0,1,0,0,0,4,전북,개인,60~69
Chrysler,0,2,1,1,0,0,2,3,0,0,1,2,12,전북,개인,60~69
Ford,1,1,1,3,3,3,0,3,2,1,3,2,23,전북,개인,60~69
Honda,1,0,0,1,0,4,1,0,2,3,0,0,12,전북,개인,60~69
Infiniti,0,0,0,1,1,0,0,0,0,2,1,0,5,전북,개인,60~69
Jaguar,0,0,1,0,0,0,0,0,1,0,0,1,3,전북,개인,60~69
Land Rover,1,0,1,0,1,1,0,1,0,1,0,1,7,전북,개인,60~69
Lexus,3,2,3,5,2,2,1,2,1,1,1,7,30,전북,개인,60~69
MINI,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,개인,60~69
Mercedes-Benz,13,8,8,7,6,15,10,10,10,5,9,6,107,전북,개인,60~69
Nissan,1,0,2,2,1,2,1,1,1,1,0,0,12,전북,개인,60~69
Peugeot,0,0,1,0,1,1,1,1,0,0,0,0,5,전북,개인,60~69
Porsche,0,0,0,1,0,0,0,0,0,0,0,0,1,전북,개인,60~69
Toyota,2,1,2,3,2,1,3,1,1,4,3,4,27,전북,개인,60~69
Volvo,1,2,2,1,2,1,0,0,1,1,1,0,12,전북,개인,60~69
BMW,0,2,0,1,1,0,0,1,0,0,3,1,9,전북,개인,70~
Chrysler,0,0,0,0,0,1,0,1,1,1,0,0,4,전북,개인,70~
Ford,2,0,0,1,0,2,0,0,1,0,0,0,6,전북,개인,70~
Honda,0,0,0,0,1,1,0,2,0,0,1,0,5,전북,개인,70~
Infiniti,0,0,0,0,1,0,0,0,0,0,0,0,1,전북,개인,70~
Land Rover,1,0,0,1,0,0,0,1,0,0,0,0,3,전북,개인,70~
Lexus,0,0,1,1,0,1,0,0,0,1,0,1,5,전북,개인,70~
MINI,0,0,0,0,0,1,0,0,0,0,0,1,2,전북,개인,70~
Mercedes-Benz,5,1,2,5,1,2,1,1,1,2,3,2,26,전북,개인,70~
Nissan,0,0,0,0,0,0,0,0,0,1,1,0,2,전북,개인,70~
Peugeot,0,0,0,0,0,0,0,2,0,0,0,0,2,전북,개인,70~
Porsche,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인,70~
Toyota,1,0,0,0,0,0,0,1,0,2,1,1,6,전북,개인,70~
Volvo,1,0,0,0,0,2,0,1,0,0,0,0,4,전북,개인,70~
Ford,0,1,0,0,0,0,0,0,0,0,0,0,1,전북,개인-남자,~19
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,개인-남자,20~29
BMW,3,3,4,10,8,4,3,7,12,3,7,14,78,전북,개인-남자,20~29
Cadillac,0,0,1,0,0,0,0,0,0,1,0,0,2,전북,개인-남자,20~29
Chrysler,0,2,0,0,1,0,1,0,0,0,2,2,8,전북,개인-남자,20~29
Ford,0,0,0,1,2,0,0,1,1,1,0,0,6,전북,개인-남자,20~29
Honda,0,0,0,1,0,3,2,1,0,1,0,0,8,전북,개인-남자,20~29
Infiniti,0,0,0,1,0,1,0,0,0,1,0,0,3,전북,개인-남자,20~29
Jaguar,1,0,0,0,0,0,0,1,1,0,0,0,3,전북,개인-남자,20~29
Land Rover,0,0,0,1,0,1,0,0,1,0,0,1,4,전북,개인-남자,20~29
Lexus,0,0,0,0,0,0,1,1,0,0,0,1,3,전북,개인-남자,20~29
MINI,1,0,0,0,0,1,1,0,0,2,0,0,5,전북,개인-남자,20~29
Mercedes-Benz,2,2,4,1,1,5,4,1,4,5,6,3,38,전북,개인-남자,20~29
Nissan,1,0,4,2,1,0,0,0,2,2,2,1,15,전북,개인-남자,20~29
Peugeot,0,1,1,0,0,0,0,0,0,0,1,0,3,전북,개인-남자,20~29
Porsche,1,0,1,0,0,0,0,0,0,0,0,0,2,전북,개인-남자,20~29
Toyota,0,1,0,0,0,0,2,0,0,0,1,0,4,전북,개인-남자,20~29
Volvo,0,1,1,1,0,0,0,0,1,1,0,0,5,전북,개인-남자,20~29
Audi,3,1,0,0,0,0,0,0,0,0,0,0,4,전북,개인-남자,30~39
BMW,10,13,25,35,22,23,8,15,26,14,34,21,246,전북,개인-남자,30~39
Cadillac,0,0,4,0,0,0,1,1,3,0,1,3,13,전북,개인-남자,30~39
Chrysler,0,2,1,1,1,3,2,3,0,3,3,1,20,전북,개인-남자,30~39
Citroen,1,0,1,0,1,0,0,1,0,0,0,1,5,전북,개인-남자,30~39
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-남자,30~39
Ford,11,3,2,6,6,5,4,2,2,3,4,4,52,전북,개인-남자,30~39
Honda,4,2,2,3,4,6,3,2,2,3,2,3,36,전북,개인-남자,30~39
Infiniti,0,2,1,2,4,3,1,0,4,2,5,1,25,전북,개인-남자,30~39
Jaguar,0,1,2,0,0,1,0,1,1,0,1,1,8,전북,개인-남자,30~39
Land Rover,1,1,7,0,1,2,1,3,3,0,2,2,23,전북,개인-남자,30~39
Lexus,0,2,5,3,1,2,0,2,0,0,4,2,21,전북,개인-남자,30~39
MINI,0,0,3,1,2,1,1,1,1,0,2,2,14,전북,개인-남자,30~39
Mercedes-Benz,21,15,15,24,13,14,17,15,9,7,11,8,169,전북,개인-남자,30~39
Nissan,6,3,2,3,2,2,7,4,1,4,5,3,42,전북,개인-남자,30~39
Peugeot,0,3,2,2,0,0,2,4,1,0,6,1,21,전북,개인-남자,30~39
Porsche,1,0,0,0,3,2,3,1,1,1,0,0,12,전북,개인-남자,30~39
Toyota,2,3,2,4,5,1,1,4,1,1,4,3,31,전북,개인-남자,30~39
Volvo,1,2,0,2,3,4,3,2,2,0,5,0,24,전북,개인-남자,30~39
Audi,1,0,1,0,0,0,0,0,0,0,0,0,2,전북,개인-남자,40~49
BMW,8,13,20,24,19,14,8,10,19,12,30,18,195,전북,개인-남자,40~49
Cadillac,0,0,1,1,1,6,1,1,1,4,1,4,21,전북,개인-남자,40~49
Chrysler,2,3,2,5,1,2,2,3,3,3,3,4,33,전북,개인-남자,40~49
Citroen,0,0,1,0,1,1,0,0,1,1,0,0,5,전북,개인-남자,40~49
Fiat,0,1,1,0,0,0,0,0,0,0,0,0,2,전북,개인-남자,40~49
Ford,10,6,3,5,7,12,6,1,3,7,5,7,72,전북,개인-남자,40~49
Honda,3,0,2,1,2,5,2,1,6,1,7,3,33,전북,개인-남자,40~49
Infiniti,0,1,0,1,1,4,2,0,0,0,0,3,12,전북,개인-남자,40~49
Jaguar,0,1,3,1,3,3,2,0,0,1,0,4,18,전북,개인-남자,40~49
Land Rover,2,2,3,1,1,2,5,4,2,2,1,2,27,전북,개인-남자,40~49
Lexus,1,1,4,6,1,0,5,4,3,1,7,3,36,전북,개인-남자,40~49
MINI,0,0,0,0,1,1,1,0,0,0,0,3,6,전북,개인-남자,40~49
Mercedes-Benz,20,10,26,20,14,23,16,13,22,7,8,9,188,전북,개인-남자,40~49
Nissan,3,3,4,3,11,3,4,1,7,5,5,5,54,전북,개인-남자,40~49
Peugeot,0,1,2,3,3,0,3,2,3,1,2,0,20,전북,개인-남자,40~49
Porsche,0,0,1,1,2,0,0,0,0,0,0,1,5,전북,개인-남자,40~49
Toyota,3,1,4,9,4,9,3,4,5,6,3,6,57,전북,개인-남자,40~49
Volvo,2,3,1,3,4,6,2,5,2,5,4,1,38,전북,개인-남자,40~49
Audi,2,1,0,0,0,0,0,0,0,0,0,0,3,전북,개인-남자,50~59
BMW,4,5,13,11,7,10,6,8,9,4,14,9,100,전북,개인-남자,50~59
Bentley,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,개인-남자,50~59
Cadillac,0,0,1,0,0,1,0,0,1,0,0,0,3,전북,개인-남자,50~59
Chrysler,6,2,3,1,2,4,4,1,3,3,1,3,33,전북,개인-남자,50~59
Citroen,0,2,1,0,0,1,0,0,0,0,0,0,4,전북,개인-남자,50~59
Ford,5,4,6,2,6,4,7,3,3,7,2,4,53,전북,개인-남자,50~59
Honda,1,0,1,0,1,3,2,2,3,0,3,0,16,전북,개인-남자,50~59
Infiniti,2,0,1,1,2,0,0,0,0,0,0,0,6,전북,개인-남자,50~59
Jaguar,0,0,2,0,0,0,1,0,0,0,0,0,3,전북,개인-남자,50~59
Land Rover,0,0,0,2,1,3,2,2,5,2,3,2,22,전북,개인-남자,50~59
Lexus,1,3,3,3,3,5,2,4,5,2,1,4,36,전북,개인-남자,50~59
MINI,1,1,0,0,0,0,1,0,0,0,0,0,3,전북,개인-남자,50~59
Mercedes-Benz,18,11,17,7,7,21,11,12,20,6,15,5,150,전북,개인-남자,50~59
Nissan,5,6,4,4,2,5,6,2,3,4,4,5,50,전북,개인-남자,50~59
Peugeot,0,1,1,1,1,3,0,1,1,0,0,1,10,전북,개인-남자,50~59
Porsche,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-남자,50~59
Toyota,1,0,2,3,1,4,2,5,4,3,4,7,36,전북,개인-남자,50~59
Volvo,1,2,1,2,1,4,3,1,3,1,2,0,21,전북,개인-남자,50~59
Audi,0,1,0,0,0,0,0,0,0,0,0,0,1,전북,개인-남자,60~69
BMW,1,3,9,4,5,2,7,2,3,6,3,5,50,전북,개인-남자,60~69
Cadillac,0,0,1,0,0,0,0,0,1,0,0,0,2,전북,개인-남자,60~69
Chrysler,0,1,1,1,0,0,2,2,0,0,1,2,10,전북,개인-남자,60~69
Ford,1,1,1,2,3,2,0,3,2,1,1,2,19,전북,개인-남자,60~69
Honda,1,0,0,0,0,3,1,0,2,2,0,0,9,전북,개인-남자,60~69
Infiniti,0,0,0,1,0,0,0,0,0,2,1,0,4,전북,개인-남자,60~69
Jaguar,0,0,1,0,0,0,0,0,1,0,0,1,3,전북,개인-남자,60~69
Land Rover,0,0,0,0,0,1,0,1,0,1,0,1,4,전북,개인-남자,60~69
Lexus,3,0,3,4,2,2,1,2,1,1,0,4,23,전북,개인-남자,60~69
MINI,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,개인-남자,60~69
Mercedes-Benz,9,6,7,6,4,8,6,7,8,4,7,1,73,전북,개인-남자,60~69
Nissan,0,0,1,2,1,2,1,1,1,1,0,0,10,전북,개인-남자,60~69
Peugeot,0,0,1,0,1,1,1,0,0,0,0,0,4,전북,개인-남자,60~69
Porsche,0,0,0,1,0,0,0,0,0,0,0,0,1,전북,개인-남자,60~69
Toyota,1,1,2,2,2,1,1,1,0,4,2,2,19,전북,개인-남자,60~69
Volvo,1,2,2,1,2,1,0,0,1,1,1,0,12,전북,개인-남자,60~69
BMW,0,2,0,1,1,0,0,0,0,0,3,1,8,전북,개인-남자,70~
Chrysler,0,0,0,0,0,1,0,1,1,1,0,0,4,전북,개인-남자,70~
Ford,2,0,0,1,0,1,0,0,1,0,0,0,5,전북,개인-남자,70~
Honda,0,0,0,0,1,1,0,2,0,0,1,0,5,전북,개인-남자,70~
Land Rover,1,0,0,1,0,0,0,1,0,0,0,0,3,전북,개인-남자,70~
Lexus,0,0,1,1,0,1,0,0,0,1,0,1,5,전북,개인-남자,70~
MINI,0,0,0,0,0,1,0,0,0,0,0,1,2,전북,개인-남자,70~
Mercedes-Benz,4,1,1,4,1,1,1,1,1,1,3,1,20,전북,개인-남자,70~
Nissan,0,0,0,0,0,0,0,0,0,1,0,0,1,전북,개인-남자,70~
Peugeot,0,0,0,0,0,0,0,2,0,0,0,0,2,전북,개인-남자,70~
Porsche,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인-남자,70~
Toyota,1,0,0,0,0,0,0,1,0,1,1,1,5,전북,개인-남자,70~
Volvo,1,0,0,0,0,2,0,0,0,0,0,0,3,전북,개인-남자,70~
Audi,2,0,0,0,0,0,0,0,0,0,0,0,2,전북,개인-여자,20~29
BMW,1,2,3,4,4,2,1,1,1,3,1,3,26,전북,개인-여자,20~29
Chrysler,0,0,0,0,1,1,0,0,0,1,0,1,4,전북,개인-여자,20~29
Citroen,0,0,1,0,0,1,0,0,0,0,0,0,2,전북,개인-여자,20~29
Ford,0,0,1,1,0,0,0,0,0,1,0,0,3,전북,개인-여자,20~29
Honda,0,0,0,0,0,0,0,0,1,0,0,0,1,전북,개인-여자,20~29
Land Rover,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,20~29
Lexus,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,20~29
MINI,1,0,1,1,2,0,0,0,1,1,1,1,9,전북,개인-여자,20~29
Mercedes-Benz,2,1,2,0,1,2,3,2,0,1,0,2,16,전북,개인-여자,20~29
Nissan,0,0,1,1,0,0,0,0,0,1,0,0,3,전북,개인-여자,20~29
Peugeot,0,1,0,1,0,0,0,0,0,0,0,0,2,전북,개인-여자,20~29
Toyota,0,0,0,0,1,0,0,0,0,0,1,1,3,전북,개인-여자,20~29
Audi,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,30~39
BMW,3,5,9,9,14,9,3,2,13,6,10,7,90,전북,개인-여자,30~39
Cadillac,0,0,0,0,0,1,0,0,0,0,1,0,2,전북,개인-여자,30~39
Chrysler,0,0,2,0,1,1,3,0,0,1,0,2,10,전북,개인-여자,30~39
Citroen,1,1,0,0,0,0,2,0,0,0,0,0,4,전북,개인-여자,30~39
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,30~39
Ford,5,3,0,2,1,0,0,0,2,1,1,0,15,전북,개인-여자,30~39
Honda,0,1,0,2,3,0,0,0,1,0,3,1,11,전북,개인-여자,30~39
Infiniti,0,0,0,0,1,3,0,1,1,1,0,1,8,전북,개인-여자,30~39
Jaguar,1,0,0,0,0,0,1,0,1,0,0,1,4,전북,개인-여자,30~39
Land Rover,0,0,0,0,0,1,0,0,1,1,2,1,6,전북,개인-여자,30~39
Lexus,0,1,1,1,0,1,1,0,1,0,2,6,14,전북,개인-여자,30~39
MINI,2,1,0,1,3,3,2,0,3,1,1,3,20,전북,개인-여자,30~39
Mercedes-Benz,16,6,21,11,8,12,9,8,11,9,12,6,129,전북,개인-여자,30~39
Nissan,1,2,2,3,4,1,0,3,1,3,1,1,22,전북,개인-여자,30~39
Peugeot,0,2,1,2,5,0,1,0,1,0,1,0,13,전북,개인-여자,30~39
Toyota,2,4,1,1,2,2,1,0,3,1,5,4,26,전북,개인-여자,30~39
Volvo,2,1,3,0,3,2,0,1,1,0,2,1,16,전북,개인-여자,30~39
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,40~49
BMW,6,4,6,9,10,7,5,6,7,4,5,2,71,전북,개인-여자,40~49
Cadillac,0,0,0,0,0,0,0,0,0,1,0,3,4,전북,개인-여자,40~49
Chrysler,2,2,1,1,1,0,3,2,6,0,0,2,20,전북,개인-여자,40~49
Fiat,0,0,1,1,0,0,0,0,0,0,0,0,2,전북,개인-여자,40~49
Ford,2,3,2,1,4,4,4,1,3,0,1,2,27,전북,개인-여자,40~49
Honda,0,0,0,0,1,2,1,0,3,1,1,1,10,전북,개인-여자,40~49
Infiniti,1,0,0,2,0,0,1,0,1,0,1,0,6,전북,개인-여자,40~49
Jaguar,1,0,2,1,0,2,0,0,0,0,1,0,7,전북,개인-여자,40~49
Land Rover,1,2,2,0,0,3,0,3,0,2,0,0,13,전북,개인-여자,40~49
Lexus,2,0,1,1,2,2,3,1,2,1,1,1,17,전북,개인-여자,40~49
MINI,0,1,2,4,0,0,1,1,0,2,4,1,16,전북,개인-여자,40~49
Mercedes-Benz,13,9,12,8,14,11,10,8,11,3,14,9,122,전북,개인-여자,40~49
Nissan,1,0,3,3,1,3,4,2,3,2,1,1,24,전북,개인-여자,40~49
Peugeot,0,2,0,3,1,2,1,2,2,0,0,1,14,전북,개인-여자,40~49
Porsche,0,0,1,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,40~49
Toyota,1,1,3,2,2,1,2,1,2,1,2,0,18,전북,개인-여자,40~49
Volvo,1,1,1,0,1,1,2,1,3,2,2,0,15,전북,개인-여자,40~49
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,50~59
BMW,4,5,9,5,2,2,3,5,10,3,6,4,58,전북,개인-여자,50~59
Cadillac,0,0,0,0,0,0,0,0,1,1,0,0,2,전북,개인-여자,50~59
Chrysler,2,2,1,1,0,0,2,0,1,2,1,0,12,전북,개인-여자,50~59
Fiat,0,0,0,1,0,0,0,0,0,0,0,0,1,전북,개인-여자,50~59
Ford,3,1,2,4,2,0,2,1,0,2,0,0,17,전북,개인-여자,50~59
Honda,0,0,0,1,0,1,1,1,2,0,1,0,7,전북,개인-여자,50~59
Infiniti,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인-여자,50~59
Jaguar,0,0,0,0,0,0,0,0,0,0,0,1,1,전북,개인-여자,50~59
Land Rover,0,0,0,1,0,0,0,3,3,0,1,0,8,전북,개인-여자,50~59
Lexus,0,0,0,2,3,1,2,3,1,0,3,1,16,전북,개인-여자,50~59
MINI,0,0,0,0,1,0,0,0,0,0,1,0,2,전북,개인-여자,50~59
Mercedes-Benz,12,4,10,8,6,7,4,11,10,6,8,11,97,전북,개인-여자,50~59
Nissan,1,1,3,1,2,3,1,2,2,2,2,0,20,전북,개인-여자,50~59
Peugeot,0,0,1,0,1,1,3,0,0,0,0,2,8,전북,개인-여자,50~59
Toyota,1,2,1,0,1,1,1,0,1,1,5,1,15,전북,개인-여자,50~59
Volvo,2,0,0,1,0,0,2,1,0,1,1,1,9,전북,개인-여자,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,개인-여자,60~69
BMW,1,1,0,2,1,0,0,0,2,2,2,2,13,전북,개인-여자,60~69
Cadillac,0,0,0,0,2,0,0,0,0,0,0,0,2,전북,개인-여자,60~69
Chrysler,0,1,0,0,0,0,0,1,0,0,0,0,2,전북,개인-여자,60~69
Ford,0,0,0,1,0,1,0,0,0,0,2,0,4,전북,개인-여자,60~69
Honda,0,0,0,1,0,1,0,0,0,1,0,0,3,전북,개인-여자,60~69
Infiniti,0,0,0,0,1,0,0,0,0,0,0,0,1,전북,개인-여자,60~69
Land Rover,1,0,1,0,1,0,0,0,0,0,0,0,3,전북,개인-여자,60~69
Lexus,0,2,0,1,0,0,0,0,0,0,1,3,7,전북,개인-여자,60~69
Mercedes-Benz,4,2,1,1,2,7,4,3,2,1,2,5,34,전북,개인-여자,60~69
Nissan,1,0,1,0,0,0,0,0,0,0,0,0,2,전북,개인-여자,60~69
Peugeot,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인-여자,60~69
Toyota,1,0,0,1,0,0,2,0,1,0,1,2,8,전북,개인-여자,60~69
BMW,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인-여자,70~
Ford,0,0,0,0,0,1,0,0,0,0,0,0,1,전북,개인-여자,70~
Infiniti,0,0,0,0,1,0,0,0,0,0,0,0,1,전북,개인-여자,70~
Mercedes-Benz,1,0,1,1,0,1,0,0,0,1,0,1,6,전북,개인-여자,70~
Nissan,0,0,0,0,0,0,0,0,0,0,1,0,1,전북,개인-여자,70~
Toyota,0,0,0,0,0,0,0,0,0,1,0,0,1,전북,개인-여자,70~
Volvo,0,0,0,0,0,0,0,1,0,0,0,0,1,전북,개인-여자,70~
Audi,2,1,0,0,0,0,0,0,0,0,0,0,3,전남,개인,20~29
BMW,9,2,19,16,17,11,7,6,4,7,14,15,127,전남,개인,20~29
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,전남,개인,20~29
Chrysler,0,0,0,0,0,0,0,0,2,2,4,1,9,전남,개인,20~29
Citroen,0,0,0,0,0,0,0,0,0,1,0,0,1,전남,개인,20~29
Fiat,0,0,1,0,0,0,0,0,0,0,0,0,1,전남,개인,20~29
Ford,1,0,1,0,1,2,0,0,1,0,0,0,6,전남,개인,20~29
Honda,2,2,1,2,2,1,1,1,1,0,1,1,15,전남,개인,20~29
Infiniti,1,0,0,0,1,0,0,0,0,0,0,0,2,전남,개인,20~29
Jaguar,0,0,0,1,0,0,0,0,0,0,0,0,1,전남,개인,20~29
Land Rover,0,0,0,0,0,1,0,0,1,1,0,0,3,전남,개인,20~29
Lexus,0,1,0,1,0,0,1,0,0,1,0,0,4,전남,개인,20~29
MINI,1,1,2,1,0,1,1,5,2,1,1,3,19,전남,개인,20~29
Mercedes-Benz,3,9,3,4,3,5,4,7,3,3,3,3,50,전남,개인,20~29
Nissan,0,0,0,1,3,0,1,1,1,2,2,0,11,전남,개인,20~29
Peugeot,0,0,0,2,0,0,2,0,1,0,1,0,6,전남,개인,20~29
Porsche,0,0,0,0,0,0,1,0,1,1,0,1,4,전남,개인,20~29
Toyota,1,0,0,1,2,1,0,3,0,0,1,1,10,전남,개인,20~29
Volvo,0,1,1,0,0,0,1,1,0,1,0,0,5,전남,개인,20~29
Audi,2,1,0,0,0,0,0,0,0,0,0,0,3,전남,개인,30~39
BMW,12,17,45,57,37,31,13,22,38,21,39,48,380,전남,개인,30~39
Cadillac,0,0,0,1,0,0,1,2,0,1,0,2,7,전남,개인,30~39
Chrysler,0,0,1,2,2,1,1,3,1,1,4,0,16,전남,개인,30~39
Citroen,0,0,1,2,0,0,0,0,2,1,0,0,6,전남,개인,30~39
Fiat,0,1,3,0,0,0,0,0,0,0,0,0,4,전남,개인,30~39
Ford,6,1,3,4,2,6,6,5,6,3,3,2,47,전남,개인,30~39
Honda,8,2,0,12,6,13,7,1,4,4,8,6,71,전남,개인,30~39
Infiniti,3,0,1,0,2,2,0,1,1,1,1,1,13,전남,개인,30~39
Jaguar,1,0,5,0,0,0,0,0,1,0,0,1,8,전남,개인,30~39
Land Rover,1,1,1,0,1,1,3,1,2,6,3,4,24,전남,개인,30~39
Lexus,2,4,5,5,2,2,2,6,5,2,2,3,40,전남,개인,30~39
MINI,2,2,4,1,3,5,9,2,4,3,3,2,40,전남,개인,30~39
Mercedes-Benz,31,23,25,22,21,25,17,17,24,13,14,10,242,전남,개인,30~39
Nissan,3,2,3,7,5,2,3,4,1,2,0,6,38,전남,개인,30~39
Peugeot,0,2,0,3,3,3,1,4,1,2,1,6,26,전남,개인,30~39
Porsche,0,0,1,0,2,3,0,0,0,0,2,1,9,전남,개인,30~39
Toyota,5,2,3,6,8,7,3,2,4,4,7,6,57,전남,개인,30~39
Volvo,2,3,0,3,1,2,3,3,1,3,2,2,25,전남,개인,30~39
Audi,3,3,1,0,0,0,0,0,0,0,0,0,7,전남,개인,40~49
BMW,3,7,41,28,21,25,11,18,23,19,42,57,295,전남,개인,40~49
Cadillac,0,0,1,0,0,1,1,0,1,1,1,0,6,전남,개인,40~49
Chrysler,4,4,1,3,2,3,3,5,5,1,2,4,37,전남,개인,40~49
Citroen,1,2,1,0,0,0,1,1,0,0,0,0,6,전남,개인,40~49
Fiat,0,0,1,1,0,0,0,0,0,0,0,0,2,전남,개인,40~49
Ford,4,4,4,2,5,10,3,7,4,4,4,8,59,전남,개인,40~49
Honda,5,4,6,3,15,20,10,4,12,7,8,3,97,전남,개인,40~49
Infiniti,3,0,1,0,1,1,1,0,0,0,0,0,7,전남,개인,40~49
Jaguar,0,2,1,2,0,3,0,0,0,1,0,3,12,전남,개인,40~49
Land Rover,0,3,1,1,0,0,1,6,1,1,4,2,20,전남,개인,40~49
Lexus,4,4,4,2,2,4,3,5,1,2,3,2,36,전남,개인,40~49
MINI,0,1,0,1,6,3,2,1,2,4,0,1,21,전남,개인,40~49
Mercedes-Benz,31,21,28,25,17,28,27,14,12,15,25,16,259,전남,개인,40~49
Nissan,2,1,8,2,0,3,0,2,1,2,2,1,24,전남,개인,40~49
Peugeot,1,5,5,5,2,4,1,2,2,3,1,5,36,전남,개인,40~49
Porsche,0,1,0,0,1,0,0,0,0,0,1,0,3,전남,개인,40~49
Toyota,3,0,0,6,5,5,0,9,5,6,6,5,50,전남,개인,40~49
Volvo,1,2,6,2,2,2,2,0,2,3,0,2,24,전남,개인,40~49
Audi,1,1,0,0,0,0,0,0,0,0,0,0,2,전남,개인,50~59
BMW,10,13,22,15,15,19,11,9,13,14,24,29,194,전남,개인,50~59
Bentley,0,0,0,0,0,0,0,0,0,0,0,1,1,전남,개인,50~59
Cadillac,0,0,0,0,0,2,0,1,1,1,0,3,8,전남,개인,50~59
Chrysler,4,2,3,2,2,2,2,2,2,3,8,2,34,전남,개인,50~59
Citroen,0,0,2,0,0,0,0,0,0,0,0,0,2,전남,개인,50~59
Fiat,0,0,0,0,0,1,0,0,0,0,0,0,1,전남,개인,50~59
Ford,3,1,3,2,5,4,2,3,1,0,3,4,31,전남,개인,50~59
Honda,2,0,3,7,6,12,9,5,8,11,5,6,74,전남,개인,50~59
Infiniti,0,0,0,0,1,0,0,0,0,0,1,0,2,전남,개인,50~59
Jaguar,0,0,0,0,0,2,0,1,0,1,0,0,4,전남,개인,50~59
Land Rover,0,1,3,1,0,0,0,3,2,1,3,3,17,전남,개인,50~59
